start_city,end_city,departure_time,fare,duration_min
Jaipur,Jodhpur,06:06:00,450.83905829851653,527.3905520425383
Jaipur,Jodhpur,11:11:00,327.4097495019749,501.28252337588015
Jaipur,Jodhpur,04:26:00,257.4015984899498,477.882646122128
Jaipur,Udaipur,22:35:00,294.28137886326834,119.46691937089699
Jaipur,Udaipur,10:46:00,136.98895696712916,455.56138510729704
Jaipur,Udaipur,22:37:00,91.16683530156158,472.55827710417407
Jaipur,Ajmer,14:55:00,514.0523583623943,282.412171276475
Jaipur,Ajmer,02:07:00,531.4242145685004,137.99680999978776
Jaipur,Ajmer,19:04:00,543.9197154324102,285.78222263973964
Jaipur,Bikaner,17:32:00,257.3307002577789,193.2975233398758
Jaipur,Bikaner,23:05:00,656.6847992198391,450.35971152616867
Jaipur,Bikaner,09:28:00,770.6172709233425,505.30083178244377
Jaipur,Kota,10:39:00,436.4165437189061,332.68395115907333
Jaipur,Kota,21:29:00,337.08708101843223,556.8563853018951
Jaipur,Kota,03:08:00,755.5967169015272,500.73995854874187
Jaipur,Alwar,22:41:00,238.94158990913624,485.10453097769044
Jaipur,Alwar,15:24:00,72.46193127855892,379.78031581544457
Jaipur,Alwar,13:23:00,147.38063789200572,76.75601267512947
Jaipur,Churu,09:59:00,535.3201237263754,567.9232464159841
Jaipur,Churu,11:26:00,219.16466552921403,494.49798039926105
Jaipur,Churu,13:47:00,165.88031611575664,98.5779612093482
Jaipur,Bundi,15:38:00,523.9604785931161,401.1768401849435
Jaipur,Bundi,02:28:00,488.7828116428433,273.934991542222
Jaipur,Bundi,19:05:00,608.367268947,61.05834704067234
Jaipur,Tonk,23:35:00,787.7648099648634,436.2315391950241
Jaipur,Tonk,23:27:00,693.1214225728975,215.47759212629975
Jaipur,Tonk,10:27:00,355.1508855446346,372.63069483312717
Jaipur,Sirohi,12:59:00,376.3901258292569,68.08770856857053
Jaipur,Sirohi,11:18:00,256.82054797605025,444.00890777197617
Jaipur,Sirohi,22:08:00,485.56862981099863,556.1240772299748
Jaipur,Dausa,15:35:00,137.46435553316377,240.06698389539494
Jaipur,Dausa,07:38:00,208.62623599567618,186.02957134830822
Jaipur,Dausa,13:03:00,328.9125762476115,366.6855218725734
Jaipur,Karauli,19:24:00,155.88677881396626,427.56996363644816
Jaipur,Karauli,19:06:00,179.4355541854144,315.13109515887106
Jaipur,Karauli,20:33:00,171.33952553209036,64.10840595793437
Jaipur,Sriganganagar,15:24:00,275.4137245259396,430.1093792099148
Jaipur,Sriganganagar,14:26:00,624.1823547540113,63.469821592903656
Jaipur,Sriganganagar,16:10:00,879.6811117647497,378.2601536667946
Jaipur,Nagaur,16:43:00,415.61459620650174,164.91031553645362
Jaipur,Nagaur,03:38:00,399.953048274993,502.7800599099694
Jaipur,Nagaur,05:42:00,136.2662317308184,554.9239175556072
Jaipur,Jalore,01:32:00,737.9025955827004,239.66161383564815
Jaipur,Jalore,14:55:00,634.0393408411887,70.08842042700435
Jaipur,Jalore,03:22:00,583.9806271576846,72.10182970246657
Jodhpur,Jaipur,03:21:00,312.70187707979784,243.05457290307487
Jodhpur,Jaipur,12:27:00,328.60645726524444,86.360201208384
Jodhpur,Jaipur,17:45:00,358.27372399290186,332.84780689202364
Jodhpur,Udaipur,00:04:00,373.16284770059985,416.3936025136385
Jodhpur,Udaipur,13:55:00,858.2453127804057,472.9980512814751
Jodhpur,Udaipur,14:51:00,721.3971519580036,115.2792796131417
Jodhpur,Ajmer,01:34:00,420.74171610775676,270.2684254069812
Jodhpur,Ajmer,11:05:00,261.0471699380812,65.21431665914963
Jodhpur,Ajmer,11:28:00,244.11353944228327,328.47403132647526
Jodhpur,Bikaner,05:39:00,304.2061766333689,67.18838252482526
Jodhpur,Bikaner,03:56:00,421.56843365576316,330.32218339865705
Jodhpur,Bikaner,00:19:00,734.296277353991,324.8072039152863
Jodhpur,Kota,19:43:00,294.8037185933339,130.984953026837
Jodhpur,Kota,14:37:00,221.3867453000434,586.453727726303
Jodhpur,Kota,16:48:00,287.48310201130397,214.54167866846493
Jodhpur,Alwar,19:48:00,472.31737033960985,598.6580860730288
Jodhpur,Alwar,12:18:00,522.336628066541,70.32368222078708
Jodhpur,Alwar,08:22:00,280.76520386688753,254.6594988127839
Jodhpur,Churu,10:49:00,480.97861271580194,193.95697437746352
Jodhpur,Churu,19:26:00,499.5920093896866,171.30773592030204
Jodhpur,Churu,10:17:00,512.1613548368564,400.45523279151445
Jodhpur,Bundi,18:25:00,181.94159058398202,552.2820734628135
Jodhpur,Bundi,09:24:00,190.168494389155,544.5439116454625
Jodhpur,Bundi,06:41:00,224.91516757702442,464.7332773371663
Jodhpur,Tonk,08:00:00,671.4340866339302,352.2135633319835
Jodhpur,Tonk,18:10:00,675.801024890163,516.809089460273
Jodhpur,Tonk,21:12:00,403.2963542595603,533.5871243693925
Jodhpur,Sirohi,08:51:00,417.270776605376,563.511592984176
Jodhpur,Sirohi,23:32:00,706.9915207299805,502.3591550425634
Jodhpur,Sirohi,05:28:00,531.3291599904893,146.61392539689015
Jodhpur,Dausa,21:07:00,418.40754256303103,309.68525697081316
Jodhpur,Dausa,12:28:00,401.3148184052219,93.88201228388779
Jodhpur,Dausa,15:47:00,358.84370829005854,542.0512437552557
Jodhpur,Karauli,20:34:00,424.3667019062878,251.60155106010868
Jodhpur,Karauli,14:18:00,134.9701731898731,420.30802183982814
Jodhpur,Karauli,10:56:00,137.73974334212159,236.32344303751242
Jodhpur,Sriganganagar,10:36:00,363.10581900524204,252.28165096745832
Jodhpur,Sriganganagar,17:36:00,344.9430194228465,354.69529540207645
Jodhpur,Sriganganagar,11:40:00,461.845467715601,160.88034147523484
Jodhpur,Nagaur,18:17:00,161.1663782447775,224.92967528595457
Jodhpur,Nagaur,06:36:00,366.51596513142044,427.96351904820534
Jodhpur,Nagaur,12:07:00,321.8868321771474,455.7735439568097
Jodhpur,Jalore,02:43:00,236.02053709384708,158.65258559790306
Jodhpur,Jalore,21:45:00,330.89548160814655,539.4062372706479
Jodhpur,Jalore,09:54:00,383.9083200521334,353.33810271936346
Udaipur,Jaipur,17:37:00,483.0900247302415,371.13823910593027
Udaipur,Jaipur,23:41:00,305.20724011285495,296.2467455491991
Udaipur,Jaipur,21:29:00,478.8925567138663,249.1551250753004
Udaipur,Jodhpur,11:35:00,315.6797505401051,123.17528770259176
Udaipur,Jodhpur,09:18:00,150.37270756356287,195.1744386615576
Udaipur,Jodhpur,02:51:00,123.34248771795812,416.89214785981545
Udaipur,Ajmer,20:02:00,458.70420288138183,386.6029794347686
Udaipur,Ajmer,06:39:00,611.2026458115806,427.27365459687337
Udaipur,Ajmer,01:24:00,693.9666524804842,251.4797408454512
Udaipur,Bikaner,19:18:00,530.9162817664655,271.62188638690907
Udaipur,Bikaner,08:45:00,508.08337908626953,437.6551752435308
Udaipur,Bikaner,06:17:00,686.7515456054552,306.76979350349995
Udaipur,Kota,20:13:00,361.6562262446527,314.72661402228624
Udaipur,Kota,06:09:00,334.7670081523721,173.9052024440469
Udaipur,Kota,22:45:00,603.0265407352787,350.4777621980882
Udaipur,Alwar,03:30:00,537.8926841147929,105.91880293223014
Udaipur,Alwar,15:00:00,402.2511195376513,559.907661289689
Udaipur,Alwar,05:24:00,327.0103405877494,86.57549069234696
Udaipur,Churu,09:28:00,513.7823440043322,304.7813192391417
Udaipur,Churu,00:06:00,510.8882849980592,313.74679085989897
Udaipur,Churu,02:07:00,191.97501975261824,568.8324605771443
Udaipur,Bundi,14:18:00,457.5087393963272,163.73305128647735
Udaipur,Bundi,22:33:00,278.23422736291144,504.2284242485529
Udaipur,Bundi,13:45:00,551.0389757996477,253.87591690956612
